START_TIME,STOP_TIME,GROUP0,GROUP1,ANNOTATION_LABELS,ACTIVITY,POSTURE,ACTIVITY_GROUP,SEDENTARY_AMBULATION_CYCLING
2015-09-24 16:13:07.200,2015-09-24 16:13:20.000,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:13:20.000,2015-09-24 16:13:32.800,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:13:32.800,2015-09-24 16:13:45.600,SPADES_1,diego,orientationtest,Transition,Transition,Transition,Transition
2015-09-24 16:14:24.000,2015-09-24 16:14:36.800,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:14:36.800,2015-09-24 16:14:49.600,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:14:49.600,2015-09-24 16:15:02.400,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:10:40.000,2015-10-08 14:10:52.800,SPADES_2,alvin,still,Self-selected free standing,Upright,Standing,Others
2015-10-08 14:10:52.800,2015-10-08 14:11:05.600,SPADES_2,alvin,still,Self-selected free standing,Upright,Standing,Others
2015-10-08 14:11:05.600,2015-10-08 14:11:18.400,SPADES_2,alvin,still,Self-selected free standing,Upright,Standing,Others
2015-10-08 14:11:18.400,2015-10-08 14:11:31.200,SPADES_2,alvin,still,Transition,Transition,Transition,Transition
2015-10-08 14:11:31.200,2015-10-08 14:11:44.000,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:11:44.000,2015-10-08 14:11:56.800,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:11:56.800,2015-10-08 14:12:09.600,SPADES_2,alvin,still,Self-selected free standing,Upright,Standing,Others
2015-10-08 14:12:09.600,2015-10-08 14:12:22.400,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:12:22.400,2015-10-08 14:12:35.200,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:12:35.200,2015-10-08 14:12:48.000,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:12:48.000,2015-10-08 14:13:00.800,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:13:00.800,2015-10-08 14:13:13.600,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:13:13.600,2015-10-08 14:13:26.400,SPADES_2,alvin,jumping jacks still,Transition,Transition,Transition,Transition
2015-10-08 14:13:26.400,2015-10-08 14:13:39.200,SPADES_2,alvin,still,Transition,Transition,Transition,Transition
2015-10-08 14:14:17.600,2015-10-08 14:14:30.400,SPADES_2,alvin,dominant hand sitting supported,Transition,Transition,Transition,Transition
2015-10-08 14:14:30.400,2015-10-08 14:14:43.200,SPADES_2,alvin,dominant hand sitting writing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:14:43.200,2015-10-08 14:14:56.000,SPADES_2,alvin,arms on desk dominant hand sitting writing,Sitting and writing,Sitting,Sitting,Others
2015-10-08 14:14:56.000,2015-10-08 14:15:08.800,SPADES_2,alvin,arms on desk dominant hand sitting writing,Sitting and writing,Sitting,Sitting,Others
2015-10-08 14:15:08.800,2015-10-08 14:15:21.600,SPADES_2,alvin,arms on desk dominant hand sitting writing,Sitting and writing,Sitting,Sitting,Others
2015-10-08 14:15:21.600,2015-10-08 14:15:34.400,SPADES_2,alvin,arms on desk dominant hand sitting writing,Sitting and writing,Sitting,Sitting,Others
2015-10-08 14:15:34.400,2015-10-08 14:15:47.200,SPADES_2,alvin,arms on desk dominant hand sitting writing,Sitting and writing,Sitting,Sitting,Others
2015-10-08 14:15:47.200,2015-10-08 14:16:00.000,SPADES_2,alvin,arms on desk dominant hand sitting writing,Transition,Transition,Transition,Transition
2015-10-08 14:16:12.800,2015-10-08 14:16:25.600,SPADES_2,alvin,reclining telling story,Transition,Transition,Transition,Transition
2015-10-08 14:16:25.600,2015-10-08 14:16:38.400,SPADES_2,alvin,reclining telling story,Reclining and talking,Sitting,Sitting,Sedentary
2015-10-08 14:16:38.400,2015-10-08 14:16:51.200,SPADES_2,alvin,reclining telling story,Reclining and talking,Sitting,Sitting,Sedentary
2015-10-08 14:16:51.200,2015-10-08 14:17:04.000,SPADES_2,alvin,reclining telling story,Reclining and talking,Sitting,Sitting,Sedentary
2015-10-08 14:17:04.000,2015-10-08 14:17:16.800,SPADES_2,alvin,reclining telling story,Reclining and talking,Sitting,Sitting,Sedentary
2015-10-08 14:17:16.800,2015-10-08 14:17:29.600,SPADES_2,alvin,reclining standing telling story,Transition,Transition,Transition,Transition
2015-10-08 14:17:29.600,2015-10-08 14:17:42.400,SPADES_2,alvin,standing telling story upper body movement,Transition,Transition,Transition,Transition
2015-10-08 14:17:42.400,2015-10-08 14:17:55.200,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:17:55.200,2015-10-08 14:18:08.000,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:18:08.000,2015-10-08 14:18:20.800,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:18:20.800,2015-10-08 14:18:33.600,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:18:33.600,2015-10-08 14:18:46.400,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:18:46.400,2015-10-08 14:18:59.200,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:18:59.200,2015-10-08 14:19:12.000,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:19:12.000,2015-10-08 14:19:24.800,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:19:24.800,2015-10-08 14:19:37.600,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:19:37.600,2015-10-08 14:19:50.400,SPADES_2,alvin,standing telling story upper body movement,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:19:50.400,2015-10-08 14:20:03.200,SPADES_2,alvin,standing supported typing web browsing,Transition,Transition,Transition,Transition
2015-10-08 14:20:03.200,2015-10-08 14:20:16.000,SPADES_2,alvin,standing supported typing web browsing,Transition,Transition,Transition,Transition
2015-10-08 14:20:16.000,2015-10-08 14:20:28.800,SPADES_2,alvin,standing supported typing web browsing,Transition,Transition,Transition,Transition
2015-10-08 14:20:28.800,2015-10-08 14:20:41.600,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:20:41.600,2015-10-08 14:20:54.400,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:20:54.400,2015-10-08 14:21:07.200,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:21:07.200,2015-10-08 14:21:20.000,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:21:20.000,2015-10-08 14:21:32.800,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:21:32.800,2015-10-08 14:21:45.600,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:21:45.600,2015-10-08 14:21:58.400,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:21:58.400,2015-10-08 14:22:11.200,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:22:11.200,2015-10-08 14:22:24.000,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:22:24.000,2015-10-08 14:22:36.800,SPADES_2,alvin,standing supported typing web browsing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:23:53.600,2015-10-08 14:24:06.400,SPADES_2,alvin,standing,Transition,Transition,Transition,Transition
2015-10-08 14:24:06.400,2015-10-08 14:24:19.200,SPADES_2,alvin,elevator standing walking,Transition,Transition,Transition,Transition
2015-10-08 14:24:19.200,2015-10-08 14:24:32.000,SPADES_2,alvin,down elevator standing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:24:32.000,2015-10-08 14:24:44.800,SPADES_2,alvin,down elevator standing,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:24:44.800,2015-10-08 14:24:57.600,SPADES_2,alvin,down elevator outdoors walking,Transition,Transition,Transition,Transition
2015-10-08 14:24:57.600,2015-10-08 14:25:10.400,SPADES_2,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:25:10.400,2015-10-08 14:25:23.200,SPADES_2,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:25:23.200,2015-10-08 14:25:36.000,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:25:36.000,2015-10-08 14:25:48.800,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:25:48.800,2015-10-08 14:26:01.600,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:26:01.600,2015-10-08 14:26:14.400,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:26:14.400,2015-10-08 14:26:27.200,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:26:27.200,2015-10-08 14:26:40.000,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:26:40.000,2015-10-08 14:26:52.800,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:26:52.800,2015-10-08 14:27:05.600,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:27:05.600,2015-10-08 14:27:18.400,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:27:18.400,2015-10-08 14:27:31.200,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:27:31.200,2015-10-08 14:27:44.000,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:27:44.000,2015-10-08 14:27:56.800,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:27:56.800,2015-10-08 14:28:09.600,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:28:09.600,2015-10-08 14:28:22.400,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:28:22.400,2015-10-08 14:28:35.200,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:28:35.200,2015-10-08 14:28:48.000,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:28:48.000,2015-10-08 14:29:00.800,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:29:00.800,2015-10-08 14:29:13.600,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:29:13.600,2015-10-08 14:29:26.400,SPADES_2,alvin,outdoors standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:29:26.400,2015-10-08 14:29:39.200,SPADES_2,alvin,outdoors standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:29:39.200,2015-10-08 14:29:52.000,SPADES_2,alvin,outdoors standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:29:52.000,2015-10-08 14:30:04.800,SPADES_2,alvin,outdoors standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:30:04.800,2015-10-08 14:30:17.600,SPADES_2,alvin,outdoors standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:30:17.600,2015-10-08 14:30:30.400,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:30:30.400,2015-10-08 14:30:43.200,SPADES_2,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:30:43.200,2015-10-08 14:30:56.000,SPADES_2,alvin,outdoors standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:30:56.000,2015-10-08 14:31:08.800,SPADES_2,alvin,outdoors standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:31:08.800,2015-10-08 14:31:21.600,SPADES_2,alvin,outdoors standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:31:21.600,2015-10-08 14:31:34.400,SPADES_2,alvin,outdoors standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:31:34.400,2015-10-08 14:31:47.200,SPADES_2,alvin,outdoors standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:31:47.200,2015-10-08 14:32:00.000,SPADES_2,alvin,outdoors standing telling story waiting,Transition,Transition,Transition,Transition
2015-10-08 14:32:00.000,2015-10-08 14:32:12.800,SPADES_2,alvin,outdoors standing telling story texting waiting,Transition,Transition,Transition,Transition
2015-10-08 14:32:12.800,2015-10-08 14:32:25.600,SPADES_2,alvin,outdoors standing telling story texting waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:32:25.600,2015-10-08 14:32:38.400,SPADES_2,alvin,outdoors standing telling story texting waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:32:38.400,2015-10-08 14:32:51.200,SPADES_2,alvin,outdoors standing telling story texting waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:32:51.200,2015-10-08 14:33:04.000,SPADES_2,alvin,outdoors standing telling story texting waiting,Transition,Transition,Transition,Transition
2015-10-08 14:33:04.000,2015-10-08 14:33:16.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:33:16.800,2015-10-08 14:33:29.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:33:29.600,2015-10-08 14:33:42.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:33:42.400,2015-10-08 14:33:55.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:33:55.200,2015-10-08 14:34:08.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:34:08.000,2015-10-08 14:34:20.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:34:20.800,2015-10-08 14:34:33.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:34:33.600,2015-10-08 14:34:46.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:34:46.400,2015-10-08 14:34:59.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:34:59.200,2015-10-08 14:35:12.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:35:12.000,2015-10-08 14:35:24.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:35:24.800,2015-10-08 14:35:37.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:35:37.600,2015-10-08 14:35:50.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:35:50.400,2015-10-08 14:36:03.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:36:03.200,2015-10-08 14:36:16.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:36:16.000,2015-10-08 14:36:28.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:36:28.800,2015-10-08 14:36:41.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:36:41.600,2015-10-08 14:36:54.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:36:54.400,2015-10-08 14:37:07.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:37:07.200,2015-10-08 14:37:20.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:37:20.000,2015-10-08 14:37:32.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:37:32.800,2015-10-08 14:37:45.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:37:45.600,2015-10-08 14:37:58.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:37:58.400,2015-10-08 14:38:11.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:38:11.200,2015-10-08 14:38:24.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:38:24.000,2015-10-08 14:38:36.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:38:36.800,2015-10-08 14:38:49.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:38:49.600,2015-10-08 14:39:02.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:39:02.400,2015-10-08 14:39:15.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:39:15.200,2015-10-08 14:39:28.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:39:28.000,2015-10-08 14:39:40.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:39:40.800,2015-10-08 14:39:53.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:39:53.600,2015-10-08 14:40:06.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:40:06.400,2015-10-08 14:40:19.200,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:40:19.200,2015-10-08 14:40:32.000,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:40:32.000,2015-10-08 14:40:44.800,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:40:44.800,2015-10-08 14:40:57.600,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:40:57.600,2015-10-08 14:41:10.400,SPADES_2,alvin,outdoors standing telling story waiting,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:41:10.400,2015-10-08 14:41:23.200,SPADES_2,alvin,outdoors standing telling story waiting walking,Transition,Transition,Transition,Transition
2015-10-08 14:41:23.200,2015-10-08 14:41:36.000,SPADES_2,alvin,outdoors telling story waiting walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:41:36.000,2015-10-08 14:41:48.800,SPADES_2,alvin,mbta outdoors telling story waiting walking,Transition,Transition,Transition,Transition
2015-10-08 14:41:48.800,2015-10-08 14:42:01.600,SPADES_2,alvin,mbta telling story,Transition,Transition,Transition,Transition
2015-10-08 14:42:01.600,2015-10-08 14:42:14.400,SPADES_2,alvin,mbta,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:42:14.400,2015-10-08 14:42:27.200,SPADES_2,alvin,mbta,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:42:27.200,2015-10-08 14:42:40.000,SPADES_2,alvin,mbta telling story,Transition,Transition,Transition,Transition
2015-10-08 14:42:40.000,2015-10-08 14:42:52.800,SPADES_2,alvin,mbta telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:42:52.800,2015-10-08 14:43:05.600,SPADES_2,alvin,mbta telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:43:05.600,2015-10-08 14:43:18.400,SPADES_2,alvin,mbta telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:43:18.400,2015-10-08 14:43:31.200,SPADES_2,alvin,mbta telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:43:31.200,2015-10-08 14:43:44.000,SPADES_2,alvin,mbta telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:43:44.000,2015-10-08 14:43:56.800,SPADES_2,alvin,mbta telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:43:56.800,2015-10-08 14:44:09.600,SPADES_2,alvin,mbta telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:44:09.600,2015-10-08 14:44:22.400,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:44:22.400,2015-10-08 14:44:35.200,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:44:35.200,2015-10-08 14:44:48.000,SPADES_2,alvin,standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:44:48.000,2015-10-08 14:45:00.800,SPADES_2,alvin,standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:45:00.800,2015-10-08 14:45:13.600,SPADES_2,alvin,standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:45:13.600,2015-10-08 14:45:26.400,SPADES_2,alvin,standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:45:26.400,2015-10-08 14:45:39.200,SPADES_2,alvin,standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:45:39.200,2015-10-08 14:45:52.000,SPADES_2,alvin,standing telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:45:52.000,2015-10-08 14:46:04.800,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:46:04.800,2015-10-08 14:46:17.600,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:46:17.600,2015-10-08 14:46:30.400,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:46:30.400,2015-10-08 14:46:43.200,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:46:43.200,2015-10-08 14:46:56.000,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:46:56.000,2015-10-08 14:47:08.800,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:47:08.800,2015-10-08 14:47:21.600,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:47:21.600,2015-10-08 14:47:34.400,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:47:34.400,2015-10-08 14:47:47.200,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:47:47.200,2015-10-08 14:48:00.000,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:48:00.000,2015-10-08 14:48:12.800,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:48:12.800,2015-10-08 14:48:25.600,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:48:25.600,2015-10-08 14:48:38.400,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:48:38.400,2015-10-08 14:48:51.200,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:48:51.200,2015-10-08 14:49:04.000,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:49:04.000,2015-10-08 14:49:16.800,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:49:16.800,2015-10-08 14:49:29.600,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:49:29.600,2015-10-08 14:49:42.400,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:49:42.400,2015-10-08 14:49:55.200,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:49:55.200,2015-10-08 14:50:08.000,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:50:08.000,2015-10-08 14:50:20.800,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:50:20.800,2015-10-08 14:50:33.600,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:50:33.600,2015-10-08 14:50:46.400,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:50:46.400,2015-10-08 14:50:59.200,SPADES_2,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:50:59.200,2015-10-08 14:51:12.000,SPADES_2,alvin,telling story walking,Transition,Transition,Transition,Transition
2015-10-08 14:51:12.000,2015-10-08 14:51:24.800,SPADES_2,alvin,standing,Self-selected free standing,Upright,Standing,Others
2015-10-08 14:51:24.800,2015-10-08 14:51:37.600,SPADES_2,alvin,standing,Self-selected free standing,Upright,Standing,Others
2015-10-08 14:51:37.600,2015-10-08 14:51:50.400,SPADES_2,alvin,biking standing walking,Transition,Transition,Transition,Transition
2015-10-08 14:51:50.400,2015-10-08 14:52:03.200,SPADES_2,alvin,biking,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:52:03.200,2015-10-08 14:52:16.000,SPADES_2,alvin,biking outdoors,Transition,Transition,Transition,Transition
2015-10-08 14:52:16.000,2015-10-08 14:52:28.800,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:52:28.800,2015-10-08 14:52:41.600,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:52:41.600,2015-10-08 14:52:54.400,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:52:54.400,2015-10-08 14:53:07.200,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:53:07.200,2015-10-08 14:53:20.000,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:53:20.000,2015-10-08 14:53:32.800,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:53:32.800,2015-10-08 14:53:45.600,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-08 14:53:45.600,2015-10-08 14:53:58.400,SPADES_2,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
